csv
794145
988322
922959
702883
662112
43456
260330
344041
817521
675836
441834
381845
734876
793589
391945
537744
714542
293218
423082
387311
348058
236298
487583
900340
326021
177753
552553
177493
280172
400554
620101
37876
412509
227072
394433
719976
431182
216840
445924
474332
906209
469761
293465
454833
745173
422871
490148
164780
336720
40456
486423
491047
444651
255243
337584
101185
454919
230926
270599
42719
25754
353487
210942
423101
349575
420693
130252
1052230
366669
163937
202086
482526
517114
488527
205738
165915
334844
1047921
261001
446741
826961
260997
573767
318982
484111
1061004
404690
218064
205398
775702
364243
385022
367330
288731
535137
352184
599447
278089
268289
381989
222774
334925
350411
396671
25068
375938
543961
707531
25618
56520
386383
503091
25600
232299
425879
330473
331074
312179
750843
70
166008
337674
486901
496877
378771
429053
266461
56510
12884
257571
172211
253392
130637
480033
485174
123473
431818
368160
14989
332389
21887
441773
295118
544850
6535
288749
290785
120964
415033
512873
264602
550706
384799
5641
531103
204970
483407
492560
447072
46024
509572
9249
5597
8611
37362
595277
39163
43774
37349
401203
557202
377949
954588
336857
270885
256841
742764
364462
11650
410113
484980
346848
410782
86317
332578
347939
658739
14294
8512
323945
647956
265498
590846
254281
620850
21829
200813
271181
293288
411233
235931
226289
201738
668375
406338
346323
16259
265272
8656
375604
90204
5128
557199
122698
20902
485041
708495
411751
489181
404762
355353
296540
30571
330546
392383
243429
469299
482714
794033
5492
335266
899458
101895
390824
172265
13504
492028
256495
72508
418542
513226
246025
430296
9029
262508
552339
461031
30450
376682
11314
390805
736468
408350
373627
370279
516004
362331
21235
206400
215894
366428
483977
261818
224443
213343
385966
164661
21360
372217
164426
121502
264266
33659
162714
628332
201083
14023
57433
252835
175918
111717
21317
402523
239788
254093
92006
202772
544825
514276
97147
14277
332026
471706
268261
347578
816959
371870
510704
545855
170138
623158
122466
223640
297492
329213
174722
377536
16329
216942
275117
331399
221717
380103
490773
161646
550959
168653
15656
363320
922865
262108
551746
589350
95671
201084
80906
431508
21819
84052
352092
40908
334821
290093
242978
174761
14373
220315
344098
826923
624056
8189
169435
333165
33726
273069
540136
16257
440947
43237
440824
828
311256
172491
328775
270222
853986
202872
10458
38273
177950
367209
19781
469415
219246
3588
6651
11427
165059
367994
33807
91052
177830
309260
295233
272977
399494
588663
19223
1036737
18804
21047
205628
222086
38368
101457
347868
101022
73578
1981
238940
627600
514199
365267
604748
37280
822889
35147
871979
22239
547024
951546
207883
1063831
350368
14434
174870
201458
30895
262058
594661
176681
130849
36718
486829
265535
559120
161731
550803
550817
145173
73753
256691
25421
36979
342377
145125
94546
256146
735431
450221
200444
120159
20342
473124
382273
6041
19183
239380
325049
10309
231342
480540
347182
559491
387462
331285
290184
442705
370419
211657
370829
165215
1064062
177450
367823
703025
105604
496977
41037
341413
446798
557374
555540
73991
38812
261764
175462
19876
202292
587317
402951
446037
377438
11754
51331
42988
251249
266424
39612
232601
489449
509892
428415
9342
201901
14016
326278
102448
317571
87773
162078
223450
1063973
51190
39908
616381
238725
21633
25157
48519
162684
472800
417987
31388
330955
372109
337565
389997
121493
54810
30964
734228
339498
15548
379031
335616
207991
34138
41716
274133
12704
660255
387817
339404
336848
332098
359021
40248
49109
234544
122534
1064391
89907
15085
326
66270
477534
36168
490780
12094
644401
255698
221869
172920
771389
217653
25924
928591
486644
1210
494199
423239
122881
393166
206986
263078
6372
883039
367815
288146
344873
553618
231398
1013255
46375
18712
478564
743999
560536
176737
469558
326288
323064
423250
493690
328562
21186
307284
263713
817523
265679
373805
75578
297061
122463
416150
345122
384203
235668
564026
496433
510231
3972
5415
477856
14995
170863
299247
557146
351611
200894
204479
418336
373139
411699
98034
20577
224262
169250
370396
557043
393020
467574
32146
122785
625309
251713
266883
206181
488029
288860
176914
15057
713286
168909
323733
326156
268316
99618
161541
552046
35851
218434
351053
173070
48241
256046
120786
518073
513822
416000
691249
667302
474112
367276
663866
424195
327298
165908
268230
808907
266175
550921
563075
163864
6636
286128
385298
122664
446692
411373
288124
625351
365217
566521
16485
21685
558323
511746
102203
376880
414485
2687
445512
427220
232277
21441
45432
476086
413114
479272
494823
413169
37563
812446
61048
210939
956728
597469
204908
104799
583735
293890
419368
1169
270009
98762
642543
241715
296076
420004
510728
203134
370410
1014675
122158
358652
268172
489313
21145
350709
228906
418516
555327
226327
418559
953428
490404
289359
333794
554179
488770
